codevac;codedossier;description;ordre;estb;esth;famille;image
2;14632;J. DORVAN, Paire de gravures, Elégante à la toilette (rousseurs). ;202;50;80;17;119625.jpg
2;14218;Un service de table en porcelaine blanche, à décor de roses bleues et frises dorées. ;157;0;0;17;119626.jpg
2;6454;PUGI. Femme à la bougie, terre cuite. ;134;0;0;17;119627.jpg
2;225;Suite de six LITHOPHANIES en parfaite état.;73;0;0;17;119630.jpg
2;2468;H. PRIEUR. Rosiers. Aquarelle 1910;103;0;0;17;119605.jpg
2;2468;Deux petites aquarelles;102;0;0;17;119792.jpg
2;2468;CHAUFFE-PLAT en métal argenté à deux bruleurs;101;0;0;17;119791.jpg
2;2468;AUGERON. Vase à deux anses à panse basse en faience vers 1930;100;0;0;17;119721.jpg
2;2468;VASE Chine monté en lampe à décor de coqs;99;0;0;17;119722.jpg
2;8541;Deux aquarelles. Jeune femme au chapeau et fillette à la poule.;138;300;350;17;119723.jpg
2;8541;Nino Giuffrida. Venise. Aquarelle;137;60;80;17;119724.jpg
2;8541;Portrait homme orientaliste. Huile sur isorel.;136;150;180;17;119726.jpg
2;8541;R. MOURGE VAQUIER. Composition orientaliste, pastel. ;135;120;150;17;119589.jpg
2;13548;Un carton comprenant de la verrerie, dont vases, bonbonnière cristal, porte couteaux, sucrier, verres à orangeade, et divers. ;52;0;0;17;119590.jpg
2;13548;Un carton comprenant un briquets de table (vers 1970), petite boite cloisonnée, petits animaux africains en bronze, une boîte en laque, un vase biscuit éléphant, poignées de porte en porcelaine. ;51;0;0;17;119600.jpg
2;13548;Un carton comprenant une partie de service en faïence anglaise, bonbonnière Gien, bougeoir en faïence, coupe ajourée en faïence. ;50;0;0;17;119597.jpg
2;13548;Un carton comprenant un service café Limoges blanc et bordeau, tasses à thé diverses et vase à décor de violettes, etc. ;49;0;0;17;119599.jpg
2;13548;Un carton de vaisselles diverses, bonbonnière, bols, une paire de sujets italiens, etc. ;48;0;0;17;119598.jpg
2;13548;Un carton comprenant deux lampes de chevet, et deux appliques. ;47;0;0;17;119736.jpg
2;13548;Villeroy et Boch, service de table Summerday. 24 assiettes, 12 assiettes creuses, 12 assiettes à dessert, un service à café, 4 plats, 3 raviers, une saucières, 6 tasses à thé et une soucoupe. On y joint une nappe ronde, une nappe rectangulaire, et 12 serv;46;0;0;17;119737.jpg
2;13823;Mazenod, 10 volumes, Les sculpteurs célèbres, Les femmes célèbres, Les inventeurs célèbres. ;45;80;100;17;119735.jpg
2;3934;Un ensemble de volumes divers, dont des oeuvres d'Alfred de Musset, et le Roman d'un Spahi, Pierre Loti. ;44;0;0;17;119728.jpg
2;3934;Atlas historique piur servir au Mexique en 1823. ;43;0;0;17;119729.jpg
2;3934;Un volume, Surprenant procès d'un bourreau, Francis Carco, avec des lithographies d'Ambrogiani. Ensemble de dessins d'Ambrogiani. On y joint Notes sur l'Amour, illustrée par Bonnard. ;42;0;0;17;119718.jpg
2;3934;Un volume, Picasso, Les enfants et les toros de Vallauris, édition La Farandole. ;41;0;0;17;119719.jpg
2;13826;Un lot de six volumes, Au pays du mystère, Le journal de Sonia, etc. ;40;0;0;17;119727.jpg
2;8969;Un cahier manuscrit de paroles de chansons, illustré de dessins au crayon. En l'état. ;39;0;0;17;119717.jpg
2;13863;"Lot dont ; GIEN dix assiettes pivoines, un vase cloisonné, une assiette Quimper et deux assiettes décoratives et un pèse letrres.";155;0;0;17;119716.jpg
2;13863;Lot de bibelots en porcelaine divers dont bonbonnière, médaillons et necessaire de bureau;154;0;0;17;119715.jpg
2;13863;COUPE et deux CARAFES en cristal overlay rouge à décor cynégétique.;153;0;0;17;119797.jpg
2;87;LORRAIN. SUSPENSION la vasque en verre marmorréen orange.;72;0;0;17;119796.jpg
2;87;VASE en opaline à décor peint de branchages. Percé.;71;0;0;17;119795.jpg
2;1941;Lot de bijoux fantaisie en métal dont bracelets et ceinture;91;0;0;17;119794.jpg
2;1941;Lot de bijoux ethniques en métal émaillé;90;0;0;17;119793.jpg
2;11320;Deux miroirs ovales moderne.;140;0;0;17;119790.jpg
2;11320;GLACE de CHEMINEE en bois stucqué doré à décor de losanges.;139;0;0;17;119789.jpg
2;11320;Lot de draps jour échelle et brodé.;54;0;0;17;119785.jpg
2;12760;THE BOWIE KNIFES COLLECTION. Six couteaux encadrés;145;100;150;17;119788.jpg
2;13612;Maternité. Huile sur toile. Quelques manques et rayures;152;200;250;17;119787.jpg
2;11700;Huit ALBUMS par Benjamin Rabier en l'état.;141;0;0;17;119786.jpg
2;225;H. PETRILLY. Sujet en platre patiné figurant un fauve sur un rocher. accident;83;0;0;17;119784.jpg
2;225;Un carton comprenant cache-pot laiton, deux pots de chambre, bougeoirs, abat jour opaline etc.;53;0;0;17;119783.jpg
2;225;Ensemble de CARNETS de BALS, tabatières, porte-monnaie, étui couturière, écaille nacre et divers.;82;0;0;17;119782.jpg
2;225;Bougeoir en laiton émaillé, chemin de croix souvenir de Lourdes et une boîte laiton couvercle émaillé;81;0;0;17;119780.jpg
2;225;Ensemble de petites pièces encadrées.;80;0;0;17;119779.jpg
2;225;Casque Pompier en l'état.;79;0;0;17;119778.jpg
2;225;Pendulette régule, tire-lire lion, bougeoir pieds griffes, socle style Empire;78;0;0;17;119777.jpg
2;225;BONBONNIERE en verre vert émaillé or, BOITE en pierre dure la prise en forme de poissson, une BOITE Russe et un SOLIFLOR Gien.;77;0;0;17;119776.jpg
2;225;Lot dont BONBONNIERE Tharaud, Panier de tuilipes faïence Anglaise, Oiseau branché en faïence Anglaise, et PLAQUE porcelaine A. RIFF.;76;0;0;17;119775.jpg
2;225;Deux bronzes bustes de femme et coupe papier en bronze;75;0;0;17;119774.jpg
2;225;Lot comprenant une Jardinière carrosse, petit vase Coppenhague et boite erotique biscuit femme tortue.;74;0;0;17;119773.jpg
2;14418;Carton comprenant faïences et porcelaines diverses, cache-pot, assiettes, tasses, etc. ;6;0;0;17;119772.jpg
2;14418;Un lot de bibelots divers comprenant un plateau à fromage, faïences, Christ et poupées folkloriques, etc. ;5;0;0;17;119771.jpg
2;14418;"Carton comprenant des pièces encadrées ; reproductions, gravures, aquarelles, miroirs. ";4;0;0;17;119770.jpg
2;14418;Carton comprenant un ensemble de pots à pharmacie, faïences diverses modernes. ;3;0;0;17;119769.jpg
2;14418;Carton comprenant un bas-relief en bois africain, pot à tabac Beauvais, quelques pièces d'étain, petit miroir, etc. ;2;0;0;17;119768.jpg
2;14418;Carton comprenant une carafe, vases divers, un  petit service satsuma, poupée russe, cendrier et divers bibelots. ;1;0;0;17;119767.jpg
2;3934;Boris SMIRNOFF. Dessin aux crayons de couleurs. Portrait de fillette.;131;0;0;17;119766.jpg
2;3934;Album de Chromolithographies;130;0;0;17;119765.jpg
2;228;CHRISTOFLE. lot de métal argenté comprenant un plat rond, un légumier à anses, six couteaux lames acier acc. On y joint un légumier couvert.;89;0;0;17;119764.jpg
2;228;COUPE en verre marmoréen à décor peint de baies. (inclusion au col);88;0;0;17;119763.jpg
2;228;SEVRES. Presse papier cristal poussin;87;0;0;17;119762.jpg
2;228;BACCARAT. Vase cristal.;86;0;0;17;119761.jpg
2;228;SAINT-LOUIS. Vase en cristal pointe de diamants, légers éclats au col.;85;0;0;17;119760.jpg
2;14418;Julien Grujard. Le vieu bassin d'Honfleur. Huile sur toile.;201;0;0;17;119759.jpg
2;14418;Dodik. Dix carreaux de faïence figurant une mère et son enfant;200;15;20;17;119758.jpg
2;14418;Cases et enfants. Huile sur toile.Joint au lot 200;199;0;0;17;119757.jpg
2;14418;Sujet en terre cuite figurant Saint Fiacre en pied.;198;0;0;17;119756.jpg
2;14418;CARTEL d'applique en bronze style Louis XV;196;120;150;17;119755.jpg
2;14418;Lot comprenant lampe berger THARAUD, verre émaillé, un moulin, et une huile sur panneau alexis vallon.;195;0;0;17;119754.jpg
2;14418;Cinq POTS à PHARMARCIE dans le goût de la Renaissance;194;50;80;17;119753.jpg
2;14418;Douze POTS à PHARMACIE en porcelaine ;193;0;0;17;119752.jpg
2;14418;Petite applique d'encoignure en bois sculpté figurant une tête de lion;192;15;20;17;119751.jpg
2;14418;LAMPE en fer forgé;191;40;60;17;119750.jpg
2;14418;JARDINIERE en porcelaine polychrome à décor floral surmonté d'une perruche (quelques accidents et manques);190;80;100;17;119749.jpg
2;14245;4 volumes, Jean-Pierre Camus Les diversitez. Un volume, Histoire universelle de Justin. Un volume, Petits Cahiers de Léon Ceadel. ;38;0;0;17;119748.jpg
2;10173;Deux albums de cartes postales, New-York, fantaisies, Cantal, Paris, et divers. ;35;0;0;17;119747.jpg
2;4417;Quatre petits cartons de gravures diverses. ;37;0;0;17;119746.jpg
2;4417;Un ensemble de cartons à dessins contenant des gravures en noir, des compositions contemporaines, etc. ;36;0;0;17;119745.jpg
2;10173;Journal des demoiselles, 2 volumes. Mode pour tous, 1 volumes. ;34;0;0;1;119744.jpg
2;14183;Un ensemble de livres dont Marcel Aymé, Guy de Maupassant, Romain Rolland, Siméon Luce, etc. ;33;0;0;17;119743.jpg
2;12409;Un lot de livres divers, dont reliures modernes. ;25;0;0;17;119742.jpg
2;13449;Livre de messe, Venise, 1757. En l'état. ;24;100;120;17;119741.jpg
2;14253;Courteline, 10 volumes. ;23;150;200;17;119740.jpg
2;3270;Victor Hugo, 25 volumes, reliure verte. ;22;200;250;17;119739.jpg
2;14234;Un lot avec cuillers de collection, couteaux, cuillers à moqua en métal doré, des minaudières en l'état. ;21;0;0;17;119738.jpg
2;14234;Un lot de luminaires, lustre et appliques. ;20;0;0;17;119734.jpg
2;14234;Un lot comprenant un vase perruches (accident), un vase faïence, chope, polaroïd. ;19;0;0;17;119733.jpg
2;14234;Un lot comprenant des coffrets, lampes, et un guéridon pliant. ;18;0;0;17;119732.jpg
2;14234;Un lot de cuivre et métal argenté, plateaux, aiguière, boite, etc. ;17;0;0;17;119781.jpg
2;14234;Un lot comprenant un seau à champagne cristal (fêle), lampe à pétrole, carafe, porte couteaux, etc. ;16;0;0;17;119731.jpg
2;14234;Un lot de verreries comprenant un guéridon cendirer, des vases, etc. ;15;0;0;17;119730.jpg
2;3934;Ménagère en métal argenté, rang de perles, douze couverts, onze cuillers, douze couteaux. Et partie de ménagère modèle filets rubans. ;14;0;0;17;119725.jpg
2;3934;Un lot de métal argenté, avec partie de ménagère, un cadre photo, service à glace, et divers. ;13;0;0;17;119601.jpg
2;3934;Un lot de métal argenté avec un plat ovale filets, une monture de sucrier Art Nouveau, un briquet de table, une grande timbale, etc. ;12;0;0;17;119798.jpg
2;3934;Service à café et service à gâteau, porcelaine bleue irisée. ;11;0;0;17;119799.jpg
2;14418;Un lot de pièces encadrées dont canevas, reproductions, et broderies Chine. ;10;0;0;17;119800.jpg
2;14418;Un lot de livres reliés dont L'Histoire générale par Lavisse et Rambaud, Les prisons de l'Europe, Théâtre moderne, Histoire de Bretagne, etc. ;9;100;120;17;119804.jpg
2;14418;Un fort lot d'étains divers, et une paire bouts de table. ;8;60;80;17;119805.jpg
2;14418;Un lot comprenant une lampe en albâtre (accident) et un vase. ;7;60;80;17;119806.jpg
